CODIGO DE BARRA;SKU/DESCRIPCION;CATEGORIA;MARCA;CM TOTAL;ID;PROVEEDOR;MEDIR;QUE SE MIDE;NO DEFINIDO
7840058004055; GASEOSA COLA 3LT COCA COLA ENV NO RETORNABLE;BEBIDAS;NULL;NULL;1;NULL;MEDIR;Q;STK Britez Borges
7840028203983; GASEOSA DESC COLA 3LT PEPSI BOT;BEBIDAS;NULL;NULL;2;NULL;MEDIR;Q;STK Britez Borges
7840028203990; GASEOSA DESC GUARANA 3LT MIRINDA BOT;BEBIDAS;NULL;NULL;3;NULL;MEDIR;Q;STK Britez Borges
7840058000675; GASEOSA COCA COLA BOT DESC. 1.5 LT;BEBIDAS;NULL;NULL;4;NULL;MEDIR;Q;STK Britez Borges
7840058000026; GASEOSA COLA 2LT COCA COLA DESCARTABLE BOTELLA;BEBIDAS;NULL;NULL;5;NULL;MEDIR;Q;STK Britez Borges
7804300120467; VINO TINTO SANTA HELENA BOT 750 CC;BEBIDAS;NULL;NULL;6;NULL;MEDIR;Q;STK Britez Borges
248785; AGUA MINERAL SELTZ SIN SODIO 20LTS;BEBIDAS;NULL;NULL;7;NULL;MEDIR;Q;STK Britez Borges
3456916; CERVEZA 650 ML MILLER GENUINE DRAFT BOT;BEBIDAS;NULL;NULL;8;NULL;MEDIR;Q;STK Britez Borges
80660956411; CERVEZA 710 ML CORONA EXTRA BOT;BEBIDAS;NULL;NULL;9;NULL;MEDIR;Q;STK Britez Borges
7840779006703; GASEOSA NARANJA DESC 3LTS PULP BOT;BEBIDAS;NULL;NULL;10;NULL;MEDIR;Q;STK Britez Borges
7840058006714; JUGO LIQUIDO DURAZNO 1.5LTS FRUGOS DEL VALLE TETRA;BEBIDAS;NULL;NULL;11;NULL;MEDIR;Q;STK Britez Borges
7840028204010; GASEOSA DESC POMELO 3LT PASO DE LOS TOROS BOT;BEBIDAS;NULL;NULL;12;NULL;MEDIR;Q;STK Britez Borges
7896037913146; VINO QUINTA DO MORGADO 750 ML SUAVE;BEBIDAS;NULL;NULL;13;NULL;MEDIR;Q;STK Britez Borges
78400030; CERVEZA BRAHMA CHOPP RETORNABLE BOT 940ML;BEBIDAS;NULL;NULL;14;NULL;MEDIR;Q;STK Britez Borges
34100005542;" CERVEZA ""MILLER"" GENUINE DRAF LATA 355ML";BEBIDAS;NULL;NULL;15;NULL;MEDIR;Q;STK Britez Borges
7840779001050; GASEOSA PULP NARANJA X 2000CC;BEBIDAS;NULL;NULL;16;NULL;MEDIR;Q;STK Britez Borges
7840050002820; CERVEZA 710ML BUDWEISER 66 BOT;BEBIDAS;NULL;NULL;17;NULL;MEDIR;Q;STK Britez Borges
7840779008318; JUGO NECTAR DURAZNO 1.5 LITROS WATTS TETRA;BEBIDAS;NULL;NULL;18;NULL;MEDIR;Q;STK Britez Borges
78409613; CERVEZA PILSEN TRADICIONAL RETORNABLE BOT 940ML;BEBIDAS;NULL;NULL;19;NULL;MEDIR;Q;STK Britez Borges
7804300120566; VINOS SANTA HELENA BOT 1.5 LT.;BEBIDAS;NULL;NULL;20;NULL;MEDIR;Q;STK Britez Borges
7840058005472; GASEOSA FANTA NARANJA 3 LITROS BOT DESCARTABLE;BEBIDAS;NULL;NULL;21;NULL;MEDIR;Q;STK Britez Borges
7840028202146; GASEOSA MIRINDA GUARANA DESCARTABLE BOT 2LT;BEBIDAS;NULL;NULL;22;NULL;MEDIR;Q;STK Britez Borges
7840058006615; GASEOSA ZERO AZUCAR 2LT SPRITE PET;BEBIDAS;NULL;NULL;23;NULL;MEDIR;Q;STK Britez Borges
7790895643835; JUGO LIQUIDO MANZANA 1LT ADES TETRA;BEBIDAS;NULL;NULL;24;NULL;MEDIR;Q;STK Britez Borges
7840028202092; GASEOSA PEPSI COLA DESCARTABLE BOT 2LT;BEBIDAS;NULL;NULL;25;NULL;MEDIR;Q;STK Britez Borges
7840058002938; GASEOSA CRUSH PIÑA BOT DESCART 2LT;BEBIDAS;NULL;NULL;26;NULL;MEDIR;Q;STK Britez Borges
7840058007407; GASEOSA PIÑA 3LT CRUSH PET;BEBIDAS;NULL;NULL;27;NULL;MEDIR;Q;STK Britez Borges
7840058005489; GASEOSA FANTA GUARANA 3 LITROS BOT DESCARTABLE;BEBIDAS;NULL;NULL;28;NULL;MEDIR;Q;STK Britez Borges
28571919; SIDRA BIANCA SABOR MANZANA 910ML BOT;BEBIDAS;NULL;NULL;29;NULL;MEDIR;Q;STK Britez Borges
75032715; CERVEZA CORONA BOT DESC 355ML;BEBIDAS;NULL;NULL;30;NULL;MEDIR;Q;STK Britez Borges
7790703100321; VINO TINTO LACRADO 750ML DON VALENTIN BOT;BEBIDAS;NULL;NULL;31;NULL;MEDIR;Q;STK Britez Borges
7790895643866; JUGO DE SOJA FRUTOS TROPICALES 1LT ADES TETRA;BEBIDAS;NULL;NULL;32;NULL;MEDIR;Q;STK Britez Borges
7790036046327; VINO TINTO UVITA BRK 1 LT. TET;BEBIDAS;NULL;NULL;33;NULL;MEDIR;Q;STK Britez Borges
78400313;" CERVEZA ""PILSEN"" TRAD LATA 354ML";BEBIDAS;NULL;NULL;34;NULL;MEDIR;Q;STK Britez Borges
34100001568; CERVEZA GENUINE DRAFT 237ML MILLER LAT;BEBIDAS;NULL;NULL;35;NULL;MEDIR;Q;STK Britez Borges
7840779002972; GASEOSA PULP NARANJA BOT 1 LT  PULP;BEBIDAS;NULL;NULL;36;NULL;MEDIR;Q;STK Britez Borges
7840058004673; GASEOSA GUARANA 2LT FANTA BOT DESC;BEBIDAS;NULL;NULL;37;NULL;MEDIR;Q;STK Britez Borges
5010327000039;" WHISKY ""GRANTS"" S/CAJA CON GOTERO 1LT";BEBIDAS;NULL;NULL;38;NULL;MEDIR;Q;STK Britez Borges
7896037913603; VINO TINTO 2LT QUINTA DO MORGADO BOT;BEBIDAS;NULL;NULL;39;NULL;MEDIR;Q;STK Britez Borges
7804300149307; VINO TINTO DULCE 750 ML SANTA HELENA BOT;BEBIDAS;NULL;NULL;40;NULL;MEDIR;Q;STK Britez Borges
7840058000477; GASEOSA COCA COLA BOT 2 LT RETORNABLE;BEBIDAS;NULL;NULL;41;NULL;MEDIR;Q;STK Britez Borges
78404533; CERVEZA OURO FINO LATA 354ML;BEBIDAS;NULL;NULL;42;NULL;MEDIR;Q;STK Britez Borges
7840058000019; GASEOSA COCA COLA BOT 500CC DESCARTABLE;BEBIDAS;NULL;NULL;43;NULL;MEDIR;Q;STK Britez Borges
8712000030582; CERVEZA HEINEKEN OW LAGER BOT NO RET 650ML;BEBIDAS;NULL;NULL;44;NULL;MEDIR;Q;STK Britez Borges
7840058004086; GASEOSA ZERO DESC 2LT COCA COLA BOT;BEBIDAS;NULL;NULL;45;NULL;MEDIR;Q;STK Britez Borges
7792798002351; CERVEZA AMBER LAGER 730CC PATAGONIA BOT;BEBIDAS;NULL;NULL;46;NULL;MEDIR;Q;STK Britez Borges
7840779008301; JUGO NECTAR NARANJA 1.5 LITROS WATTS TETRA;BEBIDAS;NULL;NULL;47;NULL;MEDIR;Q;STK Britez Borges
7840058006622; GASEOSA ZERO AZUCAR 3LT SPRITE PET;BEBIDAS;NULL;NULL;48;NULL;MEDIR;Q;STK Britez Borges
7840188000118; JUGO LISTOS WATT S NECTAR DURAZNO 200 CC;BEBIDAS;NULL;NULL;49;NULL;MEDIR;Q;STK Britez Borges
7840779008349; JUGO NECTAR DURAZNO LIGHT 1.5 LITROS WATTS TETRA;BEBIDAS;NULL;NULL;50;NULL;MEDIR;Q;STK Britez Borges
7840188000040; JUGO LISTOS WATTS DURAZNO BRK 1 LT;BEBIDAS;NULL;NULL;51;NULL;MEDIR;Q;STK Britez Borges
7840779003955; JUGO PUROSOL MANZ TETRA 150ML PUROSOL;BEBIDAS;NULL;NULL;52;NULL;MEDIR;Q;STK Britez Borges
7840050002639; CERVEZA 269ML OURO FINO LATA;BEBIDAS;NULL;NULL;53;NULL;MEDIR;Q;STK Britez Borges
7840779007007; JUGO FRUTOS ROJOS 1LT WATTS TETRA;BEBIDAS;NULL;NULL;54;NULL;MEDIR;Q;STK Britez Borges
7840058002549; GASEOSA COCA COLA ZERO DESC. 1.5LT;BEBIDAS;NULL;NULL;55;NULL;MEDIR;Q;STK Britez Borges
7840028202443; GASEOSA POMELO 2LTS PASO DE LOS TOROS BOT;BEBIDAS;NULL;NULL;56;NULL;MEDIR;Q;STK Britez Borges
7840058000057; GASEOSA NARANJA FA BOT 2 LT;BEBIDAS;NULL;NULL;57;NULL;MEDIR;Q;STK Britez Borges
7840058006653; JUGO LIQUIDO NARANJA 1.5LTS FRUGOS DEL VALLE TETRA;BEBIDAS;NULL;NULL;58;NULL;MEDIR;Q;STK Britez Borges
7840025110710; CERVEZA ROYAL 330ML MUNICH BOT NO RETORNABLE;BEBIDAS;NULL;NULL;59;NULL;MEDIR;Q;STK Britez Borges
7840058003898; AGUA MINERALIZADA S/GAS 2250ML DASANI BOTELLA;BEBIDAS;NULL;NULL;60;NULL;MEDIR;Q;STK Britez Borges
7840058000361; GASEOSA COCA COLA RET BOT 1.5LT;BEBIDAS;NULL;NULL;61;NULL;MEDIR;Q;STK Britez Borges
